,Page,Members,Message,Date,Interactions,hrefs
10,South Carolinians Reducing the...,"29,282 Members","I was surprised to learn that “pro-vaccine groups” was even a thing. I thought that was just, “the rest of us”- who think rationally.","May 16, 2020",115,https://www.facebook.com/groups/505418343474460/permalink/538001650216129
11,Lopez Island Community Board,994 Members,"Via Matt Stiefel; ""The anti-vaccine movement only took off because one guy fabricated data almost 20 years ago. Having a blanket opinion that vaccines are bad is entitled ignorance. It shouldn't be necessary to say this, but different vaccines work differently. You can't just say that they're all bad, when they have different mechanisms of action. If someone had actual data, they could say that a specific vaccine has a harmful effect, but no more than that. You know who has been subject to unethical medical experiments throughout the entire history of this country? Vulnerable populations. Your white ass is safe. This is poised to rewind a century of human progress, and that's a real shame. Go to an old cemetery and find all the graves of children who died from diseases that have been eradicated by vaccines. Pick up a god damn history book.""","May 15, 2020",87,https://www.facebook.com/groups/356250555131462/permalink/718570175566163
12,Reopen America,"5,113 Members","If vaccines are so good, why do we need the military to force them on people? Here is an article from Nature, the most prestigious scientific journal, that expresses concern for the growing anti-vaccination movement in the world. The article supports the need for mandatory vaccination by government coercion and force. Is it unreasonable for us to aks for vaccine safety test before letting them inject our children? ""The messaging around a vaccine will also need to be carefully thought out. If there’s already fewer COVID-19 infections by then, it’s going to be a hard sell, says Larson. “The thing that’s going to change people’s minds is if the government says that if you have the vaccine, you can go to work”, she says.""","May 17, 2020",64,https://www.facebook.com/groups/1316429998745464/permalink/1348860718835725
13,"1,000,000 Strong Against The L...","4,852 Members","If we want all our freedoms returned we all need to support an effective vaccination . There are many pages that are antivax and we have all seen their posts, comments and replies all over social media. While it's always good to question I think it's about time we all started sharing pro vaccine posts etc extolling the benefits for us and our communities","May 16, 2020",62,https://www.facebook.com/groups/1502415819977255/permalink/2625528267665999
14,Atheist Society,"4,284 Members",Richard is on fire today,"May 14, 2020",53,https://www.facebook.com/groups/476984002932376/permalink/578982526065856
15,De Encyclopedie van de Domheid,"4,545 Members",,"May 15, 2020",49,https://www.facebook.com/groups/133553540968/permalink/10157050334770969
16,*Divulgação Científica e Popul...,"23,487 Members","A gente já não sabe o quê é pior: se o virus do qual ignoramos muito, ou a ignorância, que se espalha como um virus ","May 13, 2020",40,https://www.facebook.com/groups/185462898160154/permalink/3170675536305527
17,Awakening As One,"12,426 Members","If vaccines are so good, why do we need the military to force them on people? Here is an article from Nature, the most prestigious scientific journal, that expresses concern for the growing anti-vaccination movement in the world. The article supports the need for mandatory vaccination by government coercion and force. Is it unreasonable for us to aks for vaccine safety test before letting them inject our children? ""The messaging around a vaccine will also need to be carefully thought out. If there’s already fewer COVID-19 infections by then, it’s going to be a hard sell, says Larson. “The thing that’s going to change people’s minds is if the government says that if you have the vaccine, you can go to work”, she says.""","May 17, 2020",27,https://www.facebook.com/groups/9191963559/permalink/10158277539298560
18,Salud juntos. Divulgación de s...,"11,189 Members","**Los investigadores advierten que el movimiento anti-vacunas podría socavar los esfuerzos para poner fin a la pandemia de coronavirus. *Estudios de las redes sociales muestran que la oposición a las vacunas es pequeña pero de gran alcance y creciente.*** A medida que los científicos trabajan para crear una vacuna contra COVID-19, se está oponiendo un pequeño pero ferviente movimiento antivacunación. Los activistas están sembrando narraciones extravagantes: dicen falsamente que las vacunas contra el coronavirus se utilizarán para implantar microchips en las personas, por ejemplo, y afirman falsamente que una mujer que participó en un ensayo de vacunas en el Reino Unido murió. En abril, algunos portaban pancartas con lemas contra las vacunas en manifestaciones en California para protestar contra el cierre. La semana pasada, un video de YouTube ahora eliminado que promueve teorías de conspiración salvajes sobre la pandemia y afirma (sin evidencia) que las vacunas ""matarían a millones"" recibió más de 8 millones de visitas. No se sabe cuántas personas realmente rechazarían una vacuna COVID-19, y el apoyo general para las vacunas sigue siendo alto. Pero algunos investigadores que estudian los movimientos de oposición a las vacunas dicen que les preocupa que los mensajes puedan socavar los esfuerzos para establecer la inmunidad colectiva frente al nuevo coronavirus. La oposición en línea a las vacunas ha cambiado rápidamente para hablar de la pandemia, dice Neil Johnson, físico de la Universidad George Washington en Washington DC, que estudia las tácticas de los activistas. ""Para muchos de estos grupos, todo se trata ahora de COVID"", dice. Los grupos que se oponen a las vacunas son de tamaño pequeño, pero su estrategia de comunicación en línea es preocupantemente efectiva y de gran alcance, sugiere un informe del equipo de Johnson. Antes de que surgiera el virus SARS-CoV-2, el equipo de Johnson comenzó a trazar una red de puntos de vista sobre la vacunación en Facebook. Investigaron más de 1.300 páginas, seguidas por unos 85 millones de personas. Sus hallazgos1, publicados el 13 de mayo, sugieren que las páginas contra la vacunación tienden a tener menos seguidores, pero son más numerosas que las que están a favor de la vacunación, y con mayor frecuencia se vinculan en discusiones en otras páginas de Facebook, como las asociaciones de padres en las escuelas, cuya postura sobre la vacunación es indecisa. En contraste, las páginas que explican los beneficios y el caso científico de la vacunación están vinculadas en una red que está en gran parte desconectada de este ""campo de batalla principal"" para el sentimiento público, como lo expresa Johnson. Durante los brotes de sarampión en 2019, las páginas antivacunación aumentaron sus enlaces más que los pro-vacunación en Facebook, añade el equipo de Johnson. Una extrapolación de las tendencias actuales usando simulaciones por computadora sugiere que la oposición a las vacunas podría dominar la red de puntos de vista sobre las vacunas dentro de diez años, escriben. El trabajo muestra que ""la comunidad pro-vacuna básicamente se apega a su narrativa y habla entre sí, y no se extiende y responde a las narrativas que existen entre los indecisos"", dice Heidi Larson, quien dirige la Vaccine Confidence. Project, un grupo que monitorea la confianza pública en las vacunas, en la London School of Hygiene and Tropical Medicine. El problema no se limita a Facebook. El 1 de abril, el equipo de Johnson lanzó una preimpresión de un estudio separado2 sobre mensajes en línea sobre COVID-19. Ese informe, que aún no ha sido revisado por pares, sugiere que los vínculos están creciendo en diferentes plataformas de redes sociales entre los grupos antivacuna que debaten COVID-19 y otros grupos de interés, como los extremistas de extrema derecha. Contrarrestar la propagación del sentimiento antivacunas implicará comprender no solo la forma del mapa en línea, sino también cómo se hizo de esa manera, dice Bruce Gellin, presidente de inmunización global en el Instituto de Vacunas Sabin en Washington DC. ""Necesitamos entender de qué se trata la conversación y el contenido [sobre la lucha contra la vacunación] que obliga a las personas a escucharlo y compartirlo con los demás"", dice. Mensajes variados y emotivos Los grupos pro-vacunas tienen un mensaje simple: las vacunas funcionan y salvan vidas. Las narraciones contra las vacunas son numerosas: desde sembrar preocupaciones sobre la salud de los niños hasta abogar por medicamentos alternativos y vincular las vacunas con las teorías de la conspiración. Y los mensajes contra la vacunación se extienden a través de muchos más grupos de Facebook que los de los grupos pro-vacuna más grandes. Johnson dice que estas características hacen eco de las que su equipo encontró en estudios anteriores de redes de insurgencia en zonas de conflicto, donde los insurgentes (truncated)","May 15, 2020",26,https://www.facebook.com/groups/140944350303/permalink/10163483485720304
19,Skeptics in Australia,"5,201 Members","From Quackwatch: A system-level analysis of vaccination-related messaging of nearly 100 million Facebook users has found that anti-vaccination pages: * have fewer followers than pro-vaccination pages * are more numerous than pro-vaccination pages * tend to be linked to more frequently than pro-vaccination pages from Facebook pages whose stance on vaccination is undecided * tend to blend topics such as safety concerns, conspiracy theories, alternative health and medicine, and the cause and cure of COVID-19 * grew in networking more than did pro-vaccination pages during the measles outbreak of 2019 The researchers' computer simulations suggest that opposition to vaccines will dominate the network of views on vaccines within ten years unless the scientific community becomes more effective. [Johnson and others. [The online competition between pro- and anti-vaccination views](https://www.nature.com/articles/s41586-020-2281-1). Nature. May 13, 2020] Public health messaging arguably needs to do a better job competing with the appeals to the heart and disinformation about a potential COVID-19 vaccine that are common in anti-vaccination messaging. [Ball P. [Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn](https://www.nature.com/articles/d41586-020-01423-4). Nature. May 13, 2020] Dr. Stephen Barrett agrees but asserts that social media can and should decide not to remain a conduit for harmful health misinformation. [Barrett S. [Facebook should do more to combat vaccine misinformation](https://quackwatch.org/health-promotion/immu/facebook-should-do-more-to-combat-vaccine-misinformation/). Quackwatch, May 18, 2020]","May 19, 2020",21,https://www.facebook.com/groups/11914700710/permalink/10163630756525711
20,Latest science and technology ...,"172,969 Page Likes","Anti-vaccine movement could undermine efforts to end coronavirus pandemic, researchers warn Studies of social networks show that opposition to vaccines is small but far-reaching — and growing.","May 13, 2020",21,https://www.facebook.com/LatestScienceAndTechnologyNews/posts/3112356505452812
21,"We Love Atheism, Philosophy an...","25,958 Page Likes",,"May 15, 2020",19,https://www.facebook.com/WLAPS/posts/2959482447482946
22,Sacred Valley Community Group,"3,509 Members","If vaccines are so good, why do we need the military to force them on people? Here is an article from Nature, the most prestigious scientific journal, that expresses concern for the growing anti-vaccination movement in the world. The article supports the need for mandatory vaccination by government coercion and force. Is it unreasonable for us to aks for vaccine safety test before letting them inject our children? ""The messaging around a vaccine will also need to be carefully thought out. If there’s already fewer COVID-19 infections by then, it’s going to be a hard sell, says Larson. “The thing that’s going to change people’s minds is if the government says that if you have the vaccine, you can go to work”, she says."" ","May 17, 2020",17,https://www.facebook.com/groups/818868678260257/permalink/1596215650525552
23,Vaksineaksjonen - Viktig og ri...,"1,474 Members","Det er interessant at der antivaksine-propaganda ikke møter mye motstand er det færre ""på gjerdet"", og flere vaksinemotstandere. Det er derfor mange ""anti""-grupper blokkerer alle som stiller spørsmål eller tilbakeviser tullete påstander - Antivaksinepåstander står seg ikke ved nærmere undersøkelse. [https://www.nature.com/articles/d41586-020-01423-4?](https://www.nature.com/articles/d41586-020-01423-4?utm_source=fbk_nnc&utm_medium=social&utm_campaign=naturenews&error=cookies_not_supported&code=14f16ba1-31ce-461c-8382-a5e58872e101&fbclid=IwAR0DdngUdFCst4NypvFALBuk4jaahiwBCHCYLBlxDe_9BTkU4mzFoI78mzQ)","May 13, 2020",16,https://www.facebook.com/groups/345282602337877/permalink/1327312900801504
24,Coronaviruset SARS-CoV-2 samt ...,"1,261 Members",Vi ska inte låta de här dårarna sätta käppar i hjulet för kampen mot den här pandemin. ,"May 15, 2020",14,https://www.facebook.com/groups/504794156838183/permalink/569190313731900
25,One Health Approaches,"5,258 Members","Time for pro-vaccine groups to engage with public in innovative ways to fight anti-vaxxers and the viruses. ""Groups opposing vaccines are small in size, but their online-communications strategy is worryingly effective and far-reaching."" ""Pro-vaccine groups have a simple message — vaccines work and save lives. Anti-vaccine narratives are numerous: from sowing worries about children’s health to advocating alternative medicines and linking immunizations to conspiracy theories. And the anti-vaccination messages are spread across many more Facebook clusters than are those from the larger pro-vaccine groups."" ","May 13, 2020",12,https://www.facebook.com/groups/112491482110940/permalink/3587540567939330
26,Příznivci Českého klubu skepti...,"10,819 Members",Zajímavé zprávy z Nature [https://www.nature.com/articles/d41586-020-01423-4?utm_source=fbk_nnc&utm_medium=social&utm_campaign=naturenews&fbclid=IwAR0xDbnVd68bcHeO7w6ILHZC2VEqHDpjPhEDahHSyQN6Q1FXm0DYkvmgIfA](https://www.nature.com/articles/d41586-020-01423-4?utm_source=fbk_nnc&utm_medium=social&utm_campaign=naturenews&fbclid=IwAR0xDbnVd68bcHeO7w6ILHZC2VEqHDpjPhEDahHSyQN6Q1FXm0DYkvmgIfA),"May 13, 2020",11,https://www.facebook.com/groups/58487924108/permalink/10157307620209109
27,Pseudoștiința în România; scep...,"10,461 Members",,"May 13, 2020",8,https://www.facebook.com/groups/237181562999673/permalink/3126610787390055
28,"COVID-19

Seychelles","10,348 Members",,"May 14, 2020",8,https://www.facebook.com/groups/195049584926237/permalink/239178237180038
29,Anti Fake Ticino,560 Page Likes,I novax sono pericolosi e vanno fermati,"May 14, 2020",7,https://www.facebook.com/antifaketicino/posts/253848552641181
30,Stop Trump (and Save Our Democ...,817 Members,https://www.facebook.com/139267936143724/posts/3778462975557517/,"May 16, 2020",5,https://www.facebook.com/groups/292582374624025/permalink/645908712624721
31,Christopher Hitchens Appreciat...,"33,963 Members",,"May 14, 2020",5,https://www.facebook.com/groups/2204573066/permalink/10157463000283067
32,Darwin Facebook Project,"2,354 Members",,"May 15, 2020",2,https://www.facebook.com/groups/53320310123/permalink/10156886467590124
33,"COVID-19

Seychelles","10,348 Members",As if enough people haven't died because of this arrogant nonsense already.,"May 14, 2020",2,https://www.facebook.com/groups/195049584926237/permalink/239013477196514
34,Cool research,345 Members,,"May 14, 2020",2,https://www.facebook.com/groups/901543576596454/permalink/3013673668716757
35,WAKE UP-We NEED You,"1,092 Page Likes",So my body my choice folks all meeting in the middle? Yes.,"May 14, 2020",1,https://www.facebook.com/243839419133374/posts/1344309712419667
36,Radio Houdi,"1,159 Page Likes",,"May 15, 2020",0,https://www.facebook.com/RadioHoudi/posts/2984960664932268
37,Medicos,"5,124 Members",,"May 15, 2020",0,https://www.facebook.com/groups/112715305458645/permalink/3158342717562540
38,Public Health Ethics,"1,944 Members",https://www.nature.com/articles/d41586-020-01423-4,"May 13, 2020",0,https://www.facebook.com/groups/155807010233/permalink/10163422198870234
39,"Ştiinţa, candelă în întuneric","4,721 Members",,"May 13, 2020",0,https://www.facebook.com/groups/111324732328932/permalink/2756300624497983
