,Page,Members,Message,Date,Interactions,hrefs
10,Paying Till It Hurts,"8,983 Members","Everything that costs healthcare ""consumers"" money is relevant to this page. If a good vaccine becomes available, and disinformation prevents people from vaccinating against a disease few are immune to, then we will all pay dearly--with our money and our health. Please remember that this disease doesn't just kill you. Weeks of care, the lifelong failure of organ failure, and the damage caused by blood clots and systemic harm will cost us all.","May 14, 2020",117,https://www.facebook.com/groups/1445110505760793/permalink/2685989968339501
11,March for Science - Seattle,"12,572 Members",Get ready.,"May 13, 2020",110,https://www.facebook.com/groups/199043387236334/permalink/898399020634097
12,Nurses Who Vaccinate,"12,752 Page Likes","To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. We need to do it quickly, with all the creativity and urgency of the scientists who are developing the vaccine itself. Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.","May 13, 2020",105,https://www.facebook.com/NursesWhoVaccinate/posts/3043234445730442
13,Australian Vaccination-risks N...,"14,952 Page Likes",Good luck with that..... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?auth=login-facebook&partner=IFTTT%E2%80%AA,"May 15, 2020",98,https://www.facebook.com/avn.org.au/posts/2770974983192216
14,Center for Inquiry,"56,885 Page Likes",,"May 13, 2020",95,https://www.facebook.com/centerforinquiry/posts/10157506339469773
15,Kevin Torres,"36,825 Page Likes",Herrrrre we go. 😑,"May 14, 2020",92,https://www.facebook.com/ReporterKevinTorres/posts/10158101798203954
16,Scott Wiener,"19,902 Page Likes",“What if we get a Covid-19 vaccine and half the country refuses to take it?” We can’t and won’t let it get to that. We need to get ahead of the anti-vaxxers and ensure people have accurate information about the essential role vaccines play in protecting public health.,"May 18, 2020",84,https://www.facebook.com/ScottWiener2/posts/10156952697056968
17,Collective Action Against Bill...,"85,397 Members","## **[Sheryl Pyers](https://www.facebook.com/sheryl.pyers?__tn__=%2CdC-RH-R-R&eid=ARBjWY1QV7Q9abJh3-3a5a75RV1Ml2gMoRHm0R14-E-5TRlLpXWaex6L-tihxFpc9tz8083Rxejel0_7&hc_ref=ARRYuf46f2F5p7XmtREuipc1UsrXJg6aa4wglfZ8hhOsZuA3Oct6QJzPXdfQunM2rjE&fref=nf)** [2 hrs](https://www.facebook.com/sheryl.pyers/posts/3523435284337707) · Bahaha! They are getting desperate! From California immunization Coalition. To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. We need to do it quickly, with all the creativity and urgency of the scientists who are developing the vaccine itself. Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.","May 15, 2020",74,https://www.facebook.com/groups/698141807656499/permalink/726244494846230
18,Voto Latino,"258,037 Page Likes",Please please please talk to your friends sharing that fake pandemic documentary. We can all combat disinformation together!,"May 14, 2020",72,https://www.facebook.com/votolatino/posts/10158054515525734
19,For the Greater Glory of Scien...,"85,583 Page Likes",,"May 14, 2020",71,https://www.facebook.com/108053913901496/posts/272469140793305
20,LIVE UPDATE Coronavirus covid-...,"7,840 Members",Get ready for the antivaxers and pray we actually do develop a vaccine.,"May 13, 2020",64,https://www.facebook.com/groups/222097005494769/permalink/267715547599581
21,Expats World in Barcelona,"22,430 Members","Anti vaxxers, flat earthers make my day","May 14, 2020",62,https://www.facebook.com/groups/1622587311290977/permalink/2597572697125762
22,You know you are from Hudson i...,"8,419 Members","https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html To follow up on yesterday's vaccine question, which was interesting. Based on the answers yesterday, it's too late already (in that most people, in Hudson anyway, won't take the COVID-19 vaccine).","May 14, 2020",61,https://www.facebook.com/groups/178690492200738/permalink/2950075508395542
23,Crestone Buy Sell Trade,"1,638 Members",Antivaxers gearing up: **https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html**,"May 14, 2020",57,https://www.facebook.com/groups/521153224750573/permalink/1285398301659391
24,John Haltiwanger,"8,575 Page Likes","""The false rumors that 5G cellphone towers fuel the coronavirus, that drinking bleach or injecting UV rays can cure it, that Dr. Anthony Fauci is part of an anti-Trump conspiracy — may be just the warm-up act for a much bigger information war when an effective vaccine becomes available to the public. This war could pit public health officials and politicians against an anti-vaccination movement that floods social media with misinformation, conspiracy theories and propaganda aimed at convincing people that the vaccine is a menace rather than a lifesaving, economy-rescuing miracle. Scariest of all? It could actually work.""","May 14, 2020",55,https://www.facebook.com/john.couch.haltiwanger/posts/1666261423529885
25,Atheists Against Pseudoscienti...,"26,783 Members","[Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.]","May 15, 2020",55,https://www.facebook.com/groups/1555240734692985/permalink/2523900354493680
26,Collective Action Against Bill...,"79,450 Members","""**The anti-vaccine community is more organized and strategic than many of its critics believe**"" - Bill Diodato/Corbis [https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html)","May 14, 2020",53,https://www.facebook.com/groups/698141807656499/permalink/725228698281143
27,Vaccines save lives,"4,587 Members",,"May 13, 2020",53,https://www.facebook.com/groups/2461716592/permalink/10157406016096593
28,Cape Cod COVID19 Awareness and...,"9,931 Members",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",52,https://www.facebook.com/groups/144249016905458/permalink/175520103778349
29,Alicé Anil,"49,419 Page Likes","""Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists."" The NYT","May 14, 2020",51,https://www.facebook.com/iamaliceanil/posts/3428014653893232
30,Pseudoștiința în România; scep...,"10,484 Members","Râdem noi și glumim, însă rahatul se apropie de ventilator. Ce se va întâmpla când chiar va exista vaccin împotriva covid-19 și toți idioții ăștia vor refuza să-l facă, de frica lui Bill Gates, a autismului, a cipurilor, a cingeului și a ce-o mai apărea între timp? Ca orice vaccin, și ăsta va avea eficiență limitată – degeaba ești vaccinat dacă ești înconjurat de imbecili care plimbă găleți de viruși de la unul la altul, până la urmă te doboară și pe tine (vezi epidemia de pojar din România). Practic există riscul să nu scăpăm niciodată de porcăria asta din cauza dezinformării, a ignoranței și a obscurantismului. Adică din cauza noastră. ","May 14, 2020",50,https://www.facebook.com/groups/237181562999673/permalink/3128376910546776
31,Kristian Claus,"11,649 Page Likes",Anti-vaxxers have gotten so effective at pushing misinformation that scientists are now concerned when a Covid-19 vaccine does come out many will simply refuse to take it.,"May 13, 2020",48,https://www.facebook.com/KristianClausMeteorologist/posts/2971141926287701
32,Dan Satterfield,"48,652 Page Likes",Marvelous... https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Spotlight&pgtype=Homepage,"May 13, 2020",42,https://www.facebook.com/dan.satterfield/posts/10157815452801359
33,"No Donald Trump, Just no.","53,573 Page Likes",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?referringSource=articleShare&fbclid=IwAR3m_TNqjchgzua-N_TSe0nX3qgrwI_Dv_b91kor3fH5OwCR-H0qx8qjHhk,"May 13, 2020",35,https://www.facebook.com/NoDonaldTrumpNo/posts/1645449122273322
34,California Immunization Coalit...,757 Page Likes,"To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. We need to do it quickly, with all the creativity and urgency of the scientists who are developing the vaccine itself. Millions of lives and trillions of dollars in economic activity may depend not just on producing a vaccine, but on persuading people to accept it.","May 13, 2020",32,https://www.facebook.com/immunizeca/posts/10156885985046292
35,Cascadians co-creating Healthy...,"1,011 Members","please, let's get past the imposed false dualities into nuance, context and responsible behavior New York Times: **Get Ready for a Vaccine Information War** Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. ","May 14, 2020",29,https://www.facebook.com/groups/209489292474005/permalink/2903961339693440
36,Health Department Punjab,"32,800 Page Likes",A glance at World Media (National & International) https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html https://www.theguardian.com/world/2020/may/13/are-children-less-susceptible-to-coronavirus https://www.telegraph.co.uk/news/2020/05/13/sunlight-fresh-air-can-protect-against-coronavirus-sage-adviser/ https://epaper.dawn.com/DetailNews.php?StoryText=13_05_2020_007_002 https://epaper.dawn.com/DetailNews.php?StoryText=13_05_2020_001_001 https://www.thenews.com.pk/print/658017-who-sees-potentially-positive-data-in-treating-coronavirus https://e.jang.com.pk/05-13-2020/lahore/pic.asp?picname=02_20.png,"May 13, 2020",29,https://www.facebook.com/HealthPunjabGov/posts/2771097949789387
37,Vaccines save lives,"4,648 Members","[Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.]","May 15, 2020",29,https://www.facebook.com/groups/2461716592/permalink/10157412154126593
38,Secular Student Alliance,"40,982 Page Likes","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. “The anti-vaxxers have been practicing for this,” writes Kevin Roose.","May 14, 2020",28,https://www.facebook.com/SecularStudents/posts/10158165610494687
39,Wyoming Health Freedom,"1,051 Page Likes","The latest narrative... more people are questioning... Stay --vigilant... _________ ""The other night, midway through watching a clip from “Plandemic” — a documentary that went viral on social media last week... about the coronavirus to millions of Americans overnight — I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it?""","May 15, 2020",27,https://www.facebook.com/wyominghealthfreedom/posts/1101005193588382
40,OFFICIAL Q / QANON,"139,766 Members",🙄🙄🙄🙄 ,"May 14, 2020",26,https://www.facebook.com/groups/346378325942318/permalink/684847685428712
41,Atheism United,"9,823 Members",,"May 14, 2020",21,https://www.facebook.com/groups/197669656978975/permalink/2985090151570231
42,Epidemiology Section - APHA,"3,977 Members",Vaccine. Get Ready.,"May 13, 2020",21,https://www.facebook.com/groups/174123809555/permalink/10158224599479556
43,Anti-Anti-Vaccine Campaign,"2,052 Page Likes","Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.","May 16, 2020",19,https://www.facebook.com/AntiAntiVaccine/posts/3087042408042575
44,Michiganders Against Trump,"2,332 Page Likes",,"May 13, 2020",19,https://www.facebook.com/MichigandersAgainstTrump/posts/905580536535828
45,Techmeme,"174,562 Page Likes",Members of the anti-vaccine community are experienced at exploiting weaknesses of social media platforms and are primed to sow doubts about a COVID-19 vaccine. Full context: https://techme.me/TYV1:=:https://www.techmeme.com/200515/p1,"May 15, 2020",16,https://www.facebook.com/Techmeme/posts/10156912635816345
46,Critica,436 Page Likes,"Another very frightening article warning us that there is a well-organized anti-vaccination movement already campaigning against the hoped-for anti-COVID-19 vaccination. Polls show that right now about 70% of Americans would have the vaccine when it becomes available, but we have deep concerns that anti-vaxxers will make that number go down. We are working hard to address this problem and hope you will join us--follow our progress here and at www.criticascience.org.:=:https://www.criticascience.org/","May 14, 2020",14,https://www.facebook.com/critica.community/posts/1125800121103960
47,"Happens in Enderby, stays...","5,245 Members",hopefully the moronic anti-vaxxers will die off soon.,"May 13, 2020",13,https://www.facebook.com/groups/168484756549804/permalink/3207298849335031
48,Dr. Anthony Fauci Fan Club,"114,797 Members",,"May 13, 2020",13,https://www.facebook.com/groups/155110125664056/permalink/193877601787308
49,Inquiry-Driven Discussions,453 Members,"Criteria for vaccine quality can be extremely organizing, yet each vaccine has its own biochemical and demographics story. Rather than picking a side and fighting from blind ignorance, each inoculant is to be reviewed with an eye on vaccine quality. The degree of ignorance on all sides is easily proven. STOP acting like this is a court room. Lawyers take a position and rationalize it. Scientists go where the data takes them.","May 14, 2020",12,https://www.facebook.com/groups/1435568136736741/permalink/2320217004938512
50,"Leathernecks,  Conservatives A...",957 Members,The New York Times pro vaccines shocking,"May 14, 2020",12,https://www.facebook.com/groups/1317635184967061/permalink/3128059110591317
51,The Allied Forces,891 Members,Read this. Thanks Joohn. #TheAlliedForces,"May 13, 2020",12,https://www.facebook.com/groups/114570665807162/permalink/612064329391124
52,Collective Action Against Bill...,"95,586 Members",,"May 17, 2020",9,https://www.facebook.com/groups/698141807656499/permalink/728907104579969
53,Voices Against Trump,"1,253 Members",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",9,https://www.facebook.com/groups/1650359315257535/permalink/2347353042224822
54,The Liberal Page,"12,454 Page Likes",,"May 13, 2020",9,https://www.facebook.com/Theliberalpage/posts/3312938385384075
55,Australian Protectionist Party,"5,968 Page Likes",NY Times worries half of Americans may refuse to take coronavirus vaccine,"May 14, 2020",8,https://www.facebook.com/australianprotectionistparty/posts/3121602537861223
56,Moscow Mitch,347 Members,[https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Well&pgtype=Homepage&section=Technology](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Well&pgtype=Homepage&section=Technology),"May 14, 2020",8,https://www.facebook.com/groups/684516511958224/permalink/876196712790202
57,Idiot Free Zone,"3,111 Members",,"May 14, 2020",8,https://www.facebook.com/groups/382100035192606/permalink/2892029514199633
58,Current Status,"1,524 Members",Get Ready for a Vaccine Information War,"May 13, 2020",8,https://www.facebook.com/groups/1801916550026032/permalink/2524687604415586
59,Go Left,"360,264 Page Likes",,"May 15, 2020",8,https://www.facebook.com/GoLeftEveryone/posts/3293691047331475
60,ИМА ТАКЪВ НАРОД!,"48,659 Members","Maya Devi Dasi 4 часа · Статията се казва: ""Подгответе се за ваксинна информационна война"". Обърнете внимание на този текст: ""Необходимо ни е да мобилизираме про-ваксинационно движение така отдадено, както антиваксинационното"" Колко пъти през последните месеци повтарям, че се усеща, че нищо не могат да направят, без наше съгласие. Поради някаква причина могат единствено да се опитат да ни убедят. Текстът напълно го доказва, битка за душите. Не забравяйте, не на нас трябва тази ваксина, на тях им трябва. И не, нищо общо няма с коронавируса. Никога не им е пукало колко милиони умират от болести, иначе биха говорили със същия патос за туберкулозата, за маларията, за холерата, болести, от които умират милиони всяка година. Изведнъж решиха, че трябва да бъдат религиозно отдадени на спасяването ни от Ковид-19. Действат точно като култ, забелязвате ли? Благодаря, аз нямам нужда да ме спасяват. Пределно ясно ми е, че се опитват да спасят единствено себе си и то не от китайската кашлица.","May 15, 2020",8,https://www.facebook.com/groups/383531085693529/permalink/560390784674224
61,Gina Swanson WDSU,"3,926 Page Likes",,"May 14, 2020",7,https://www.facebook.com/GinaSwansonWDSU/posts/3764415390297588
62,HackTheVirus.org,"1,075 Members",,"May 14, 2020",7,https://www.facebook.com/groups/557941938162118/permalink/592404354715876
63,COVID19 : The Big Reboot,324 Members,,"May 14, 2020",7,https://www.facebook.com/groups/947508412332354/permalink/991200494629812
64,I Am a Liberal 'Til My Dying D...,"122,046 Page Likes","To vax or not to vax, that will be the new question.","May 15, 2020",7,https://www.facebook.com/IAALTMDD/posts/2656703287881493
65,BLOOMBERG FOR PURPOSE,"51,530 Members",,"May 14, 2020",6,https://www.facebook.com/groups/229524803898759/permalink/1399059676945260
66,Dr. Anthony Fauci Fan Club,"115,761 Members",,"May 14, 2020",6,https://www.facebook.com/groups/155110125664056/permalink/194807151694353
67,Malcolm Nance Fans,"10,196 Members",,"May 13, 2020",6,https://www.facebook.com/groups/863513087138587/permalink/1611111649045390
68,Vaccinate Indiana,777 Page Likes,"To recover from this pandemic, we need to mobilize a pro-vaccine movement that is as devoted, as internet-savvy and as compelling as the anti-vaccine movement is for its adherents. We need to do it quickly, with all the creativity and urgency of the scientists who are developing the vaccine itself.","May 16, 2020",5,https://www.facebook.com/vaccinateindiana/posts/1726966174111052
69,Η ΑΛΗΘΕΙΑ ΓΙΑ ΤΑ ΕΜΒΟΛΙΑ,"9,175 Members",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=fb-share,"May 13, 2020",5,https://www.facebook.com/groups/420476148337422/permalink/1101069043611459
70,Collective Action Against Bill...,"85,397 Members",,"May 15, 2020",5,https://www.facebook.com/groups/698141807656499/permalink/726055934865086
71,Central Jersey Family Health C...,594 Page Likes,Get Ready for a Vaccine Information War https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=nytcore-ios-share,"May 15, 2020",5,https://www.facebook.com/CJFHC/posts/2808950625882939
72,Utah Democratic Health Care Ca...,770 Members,"THIS IS THE UGLY: **Get Ready for the Global Fight Over Vaccines** *This isn’t just about saving lives. It’s also about power, profit and national prestige.* All the world agrees: We need a [vaccine for the coronavirus](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html). But as soon as we get one, it’s going to open up a geopolitical can of worms. Despite the [commitment of the Bill & Melinda Gates Foundation](https://www.gatesfoundation.org/TheOptimist/coronavirus), international demand will outstrip initial supply. What then? How to avoid a repeat of the pushing and shoving that have characterized the global scramble for personal protective equipment and diagnostic tests? Rich countries will compete for priority access to whichever vaccine first makes its way to market. Poor countries, at the back of the queue, will have to wait until the vaccine receives “[prequalification](https://www.who.int/medicines/regulation/prequalification/prequal-vaccines/about/en/)” from the World Health Organization and is then distributed by aid organizations. There are [more than 25 million refugees](https://www.amnesty.org/en/what-we-do/refugees-asylum-seekers-and-migrants/global-refugee-crisis-statistics-and-facts/) in the world, 80 percent of them hosted by developing countries. They are least likely to be factored into any government’s vaccine order and the least likely to be vaccinated. In turn, their populations could become hotbeds of epidemic resurgence, which would not only keep the disease in circulation but would also most likely stigmatize them further. This is not the preface to an anti-vaccination tirade. Vaccines have saved millions of lives. They are an essential tool of public health. But have we been led to expect too much of them? Have we invested too much of our hopes — and our resources — in them at the expense of other public health measures? Our modern faith in the power of vaccines was cemented in the 1970s. At the time, global public health officials wanted to strengthen international commitment to fighting disease and improving health around the world. At an ambitious and influential conference in Almaty, Kazakhstan, in 1978, health leaders from around the world [issued a declaration stating](https://www.who.int/publications/almaata_declaration_en.pdf) that socio-economic development was vital for health and that health care had to be integrated with goals like clean drinking water and safe working conditions. The Almaty conference had been planned to tread cautiously amid Cold War rivalries, but power politics ended up deciding the trajectory of what followed. Critics of the declaration — many of them from the United States — argued that its goals were unrealistic and unaffordable. Instead, they said, the emphasis should be on tackling specific diseases for which effective technologies of prevention or control existed — like vaccines. The critics prevailed. Without doubt, a safe and effective vaccine has a vital role to play in preventing or controlling a resurgence of the coronavirus epidemic. But as the Alma Ata Declaration shows, vaccines and international politics have always been tied together. And this time will be no different. In fact, in the face of a pandemic that has decimated economies, disrupted lives and shaken politics, the political battle will probably be fiercer than ever. Some of the more than 100 candidate vaccines are already entering human trials. They are being developed by Chinese companies such as CanSino Bio and by American companies such as Moderna and Inovio. Each has financial support from its national government. Pfizer is collaborating with a German biotech company, BioNTech. The American government is also supporting a collaboration between GSK and Sanofi, two of the world’s largest pharmaceutical companies, while researchers at Oxford University are collaborating with the Serum Institute of India, a private company. Many of these investigations are supported by the Oslo-based Coalition for Epidemic Preparedness Innovations, itself funded by a number of governmental and nongovernmental donors. It is impossible to know who will win this race. A great deal is at stake. In addition to saving lives, this is also about power, profit and national prestige.Developing a new vaccine costs hundreds of millions of dollars. Pharmaceutical companies are tight-lipped when it comes to disclosing profits, though according to one estimate, production of HPV vaccines quickly yielded a return of more than five times investment. More certain is that the rapidly growing vaccine market has become the pharmaceutical industry’s major source of growth.Since many candidate vaccines are being developed by transnational collaborations, it is hard to know whether any country will be able to employ a vaccine to political ends as China has done with ventilator production. But the case of polio vaccination during the Cold (truncated)","May 18, 2020",4,https://www.facebook.com/groups/80466465571/permalink/10158825928975572
73,Critical Coronavirus News and ...,341 Members,,"May 13, 2020",4,https://www.facebook.com/groups/512757932950177/permalink/553194418906528
74,Question Everything Republican,"11,352 Page Likes",The misinformation war over a vaccine has begun.,"May 15, 2020",4,https://www.facebook.com/QERepublican/posts/1127858867575496
75,U.S. Democratic Voices,"13,802 Page Likes",The next front in the misinformation war?,"May 15, 2020",4,https://www.facebook.com/USDemocraticVoices/posts/2470835999894520
76,Democrats Resisting Trump,"7,122 Page Likes",The battle to come.,"May 15, 2020",4,https://www.facebook.com/DemocratsResistingTrump/posts/2646944065576982
77,Person County Local,"4,123 Members",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 18, 2020",3,https://www.facebook.com/groups/887545224626438/permalink/2970139463033660
78,Dr. Anthony Fauci Fan Club,"115,761 Members",,"May 14, 2020",3,https://www.facebook.com/groups/155110125664056/permalink/194184111756657
79,BJ Leiderman,"6,737 Page Likes",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?referringSource=articleShare,"May 13, 2020",3,https://www.facebook.com/bjleiderman/posts/1273973576132015
80,The Atheist Experience and The...,"34,226 Members",,"May 15, 2020",3,https://www.facebook.com/groups/20603369467/permalink/10158442656169468
