,Page,Members,Message,Date,Interactions,hrefs
10,The People's Collective (Austr...,"8,191 Members","This is very interesting study comparing pro-vaccine and anti-vaccine FB groups. ""Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages...If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health."" The study says that Pro-vaccine FB groups impart information on one theme with one goal: getting people vaccinated whereas ant-vaccine groups comprise multiple smaller groups discussing a wide range of health and safety topics. So what can you do? This shows us that more people are asking questions and have doubts about the official narrative. Keep spreading the word on research showing vaccine risk factors - not just to the groups who know are against vaccines but also to others such as health, fitness, parenting groups, organic food, products and gardening. ","May 15, 2020",272,https://www.facebook.com/groups/1125787174433241/permalink/1155995318079093
11,VaXism,"109,575 Page Likes","""If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health.""","May 15, 2020",252,https://www.facebook.com/VaXismNEWS/posts/1738504789625886
12,Chris Zelman WALB,"37,388 Page Likes","If we get a Vaccine 💉, who will take it ?","May 14, 2020",198,https://www.facebook.com/ChrisWALB/posts/3041960929196882
13,QAnon -Posts by Q,"35,372 Members",,"May 16, 2020",188,https://www.facebook.com/groups/601661810329857/permalink/859200507909318
14,COVID19: Real Talk from Health...,"111,619 Members",If only we could inoculate ourselves against misinformation on social media. . . .,"May 14, 2020",180,https://www.facebook.com/groups/1073058046385811/permalink/1127114980980117
15,לחיות ללא תרופות. רפואת יתר,"5,129 Members","**מלחמת החיסונים (התגלמות רפואת היתר) מתעצמת**. ויכול להיות שאנחנו מתגברים! ראו מחקר מענין מארה""ב שמראה שיש גידול משמעותי בנוכחות של מתנגדי חיסונים ברשתות החברתיות. המחקר נערך ב2019 אבל התפרסם עכשיו ומקושר לקורונה בכך שהכותבים חוששים שהמגמה המוצגת תכשיל את החיסון לקורונה ש""כל כך חיוני"". המחקר מציין כמה גורמים לכך (המחקר כמובן מודאג מהתופעה כי החוקר הוא מקדם חיסונים). שווה ללמוד מה עושים מתנגדי החיסונים נכון וגם שווה לדעת שהאופוזיציה לומדת את הנושא ועלולה לאמץ דרכים חדשות. דע את האויב. 1. מתנגדי החיסונים (הנקודות האדומות) באים במגע רשתי הדוק עם הניטרליים (הנקודות הירוקות). לכן יש להם יותר הזדמנויות לקדם את האג'נדה שלהם. 1. מקדמי החיסונים (הנקודות הכחולות) הן אתרי ""מדע"". הציבור הכללי הניטרלי (הירוקים) מתרחק ממדע (זו תופעה מוכרת אגב כבר כמה עשורים, ביחוד בגלל מאבק המדע המערבי בדת). 1. האג'נדה של מתנגדי החיסונים היא הטלת ספק. קל לאדם ניטרלי להטיל ספק. לעומת זאת **האג'נדה של מקדמי החיסונים היא להפוך את מתנגדי החיסונים לאויבי העם ולסכנה בריאותית** (זה נאמר במחקר, אני לא ממציא). האסטרטגיה הזו נכשלת בגלל שהציבור הרחב לא מתחבר למסרים הללו. זו נקודה מאד חשובה באסטרטגיית המאבק בכפיית חיסונים. אני אפרש מה אני מבין מכך: האסטרטגיה של הפארמה, כתבי הבריאות ומשרד הבריאות היא לצייר את אי ההתחסנות כסכנה בריאותית ואת מתנגדי החיסונים כמפיצי מחלות. זה כמובן לא נכון עובדתית אבל זה הקו היחצני שלהם, גם בישראל. מסתבר שהקו הזה לא עובד. במילים אחרות הציבור באופן כללי לא נותן שיתמרנו אותו. יש רמיזה במאמר לכך שהטקטיקה צריכה לנגן על הצד החיובי (של החיסונים) במקום על הצד השלילי של מתנגדי החיסונים. מה הלקח לנו? שטוב לנו שימשיכו להציג את מתנגדי החיסונים כמפיצי מחלות. אם כמובן המחקר צודק במסקנות שלו. גם אם זה מעליב או פוגע. בכל מקרה **לא ברור שצריך להילחם בקו התקשורתי הזה של מקדמי החיסונים כי יש סימנים שהוא נכשל.** 1. **המאבק הוא על הלב והמוח. hearts and minds** ו**הקטע של הלב מנצח**. מדענים וחברות פארמה ובוודאי ארגוני בריאות לא טובים בקטע של ""הלב"" (הרגש). וזה מה שמחבר את הניטרליים אל המתנגדים. לכן (וזו התזה שלי כבר הרבה זמן) המאבק לא צריך להיות על שכנוע מדעי אלא על דיבור אל הלב. על דברים רכים כמו חופש בחירה, זכות האדם על גופו, חרות הפרט, זכות הפרט, חובתו של הרופא ""קודם כל אל תגרום נזק"" *Primum non nocere*. הדרך לניצחון במניעת כפיית החיסונים לא עוברת במשרד הבריאות, במדעני מדעת, ברופאים או חוקרים. היא עוברת בדעת הקהל. ודעת הקהל צריכה מסרים מסוג מסוים. [https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=news_daily_2020-05-13&et_rid=17051476&et_cid=3325411](https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=news_daily_2020-05-13&et_rid=17051476&et_cid=3325411)","May 14, 2020",161,https://www.facebook.com/groups/886489568048219/permalink/3292369054126913
16,"Australia  by the people, for ...","1,021 Members",I'm not antivaxx I'm antibullshit. Keep asking questions people. It's your right to know what's going into your bodies. If you wouldn't consume it why jab it.,"May 15, 2020",137,https://www.facebook.com/groups/490928575136168/permalink/563943204501371
17,Michigan for Vaccine Choice,"20,473 Page Likes","“If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years.” #MichiganForVaccineChoice www.michiganvaccinechoice.org:=:https://www.michiganvaccinechoice.org/ https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 15, 2020",124,https://www.facebook.com/MichiganForVaccineChoice/posts/3053203044699798
18,Atheists Against Pseudoscienti...,"109,538 Page Likes",Easy answers and fear are more easily adopted than complex concepts that require a whole thought process. -AMV,"May 15, 2020",123,https://www.facebook.com/atheistsagainstpseudoscientificnonsense/posts/2576170169303032
19,Dr Karl's Self Service Science...,"4,647 Members",,"May 14, 2020",118,https://www.facebook.com/groups/55383347592/permalink/10158150584087593
20,Stopstopnop - punktujemy antys...,"36,287 Page Likes",Antyszczepionkowcy wygrywają. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows,"May 15, 2020",107,https://www.facebook.com/stopstopnop/posts/2911121808978543
21,Medical Freedom Australia,"7,273 Members","This is very interesting study comparing pro-vaccine and anti-vaccine FB groups. ""Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages...If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health."" The study says that Pro-vaccine FB groups impart information on one theme with one goal: getting people vaccinated whereas ant-vaccine groups comprise multiple smaller groups discussing a wide range of health and safety topics. So what can you do? This shows us that more people are asking questions and have doubts about the official narrative. Keep spreading the word on research showing vaccine risk factors - not just to the groups who know are against vaccines but also to others such as health, fitness, parenting groups, organic food, products and gardening. ","May 15, 2020",102,https://www.facebook.com/groups/865414460631507/permalink/883765145463105
22,Debunking ADHD & Autism Myths ...,"35,934 Page Likes","The anti-government extremists / anti-vaccine movement are already protesting against a vaccine that doesn’t exist. If one is found I will be the first in line to accept it so I can do my part to protect myself and our most vulnerable. Be aware the anti-vaccine movement is seeking to reverse all the progress we have made. They are a regression. Vaccines have been so successful some people have forgotten the seriousness of the diseases and now they are more afraid of the vaccines. Anti-vaxxers exaggerate the tiny, rare risks and minimise the massive benefits. Vaccines have saved millions of lives. The Anti-vax mindset is also a lifestyle and a statement. People like the idea of being alternative, different, special & woke. Mainstream knowledge is perceived as lazy, we don’t research, we just accept whatever the experts say, like Sheeple. The opposite is true - knowledge only becomes “mainstream” when it has passed through very rigorous testing and there are literally thousands of studies over long periods of time showing the same results. “Mainstream” credibility needs to be earned. Finding one study or one expert (or even a few) who say something different isn’t a “gotcha”. Judy Mikovits couldn’t cut it as a scientist, she despises scientists who are successful and accomplished, her delusional belief is they stole what should have been hers. The truth is she tampered with her samples so she could claim she had made an important scientific discovery. Other researchers attempted to replicate her results and they couldn’t. The same lab couldn’t replicate her results. Her study was retracted. She was publicly exposed as a fraud and her career was ruined. Now she is bitter. What to do? Become a paid speaker for the anti-vaccine movement. It is actually very lucrative. Ask Andrew Wakefield.","May 15, 2020",98,https://www.facebook.com/658534877602198/posts/2801627083292956
23,For the Greater Glory of Scien...,"85,583 Page Likes",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows#,"May 14, 2020",92,https://www.facebook.com/108053913901496/posts/272469654126587
24,Vaccination Information Networ...,"158,667 Page Likes",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows#,"May 15, 2020",90,https://www.facebook.com/vaccinationinformationnetwork/posts/10159692842803998
25,Australian Vaccination-risks N...,"14,952 Page Likes","""A first-of-its-kind analysis of more than 1300 Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health. “The reds are winning,” says anthropologist Heidi Larson, who directs the Vaccine Confidence Project at the London School of Hygiene & Tropical Medicine, referring to the color of antivaccine Facebook pages on the new paper’s map. “They are covering a lot more ground with fewer of them.” The online pages are “a battle for hearts and minds, and there was no map of that battlefield at the system level,” says first author Neil Johnson, a data scientist at George Washington University who previously mapped the online behavior of hate groups and the Islamic State group. “We set out to take a look at that. And we were shocked.” For their study, Johnson and his colleagues first identified Facebook pages as pro- or antivaccine based on their content. They further identified engaged but undecided pages by their content or by the fact that the administrators of the pages had “liked,” or been “liked” by, pro- or antivaccine pages. They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map. The map shows many central red nodes intensely interacting with many greens. A smaller number of blue nodes interact with greens at a peripheral nexus removed from the central “battlefield,” as the researchers call it in this week’s issue of Nature. The analysis found that antivaccination pages are both locally and globally connected, whereas pro-vaccine pages are largely global or national. In percentage terms, red pages grew their follower numbers notably more than did blue pages during the study period of February to October 2019, which coincided with a global measles outbreak. Red pages’ connectedness and influence also grew more than those of blue pages. (Total followers of all pages have since grown by millions.) “The blues are fighting in the wrong place, they are off to one side and the main activity is around the reds which are absolutely entangled with this whole slew of green communities,” Johnson says. Blue and red pages also engage followers differently, says Larson, who was not part of the research. Pro-vaccine groups impart information on one theme with one goal: getting people vaccinated, she notes. By contrast, the study found that antivaccine groups comprise multiple smaller groups discussing a wide range of health and safety topics. That makes them more responsive to diverse concerns and makes undecided people feel listened to, Larson says. “It’s like we as a public health community still have the old IBM model and not the startup Silicon Valley approach. … The reds have got that down.” Pro-vaccine pages “seem to be in an echo chamber and their preaching doesn’t seem to go any further than the choir,” agrees Bruce Gellin, president of global immunization at the Sabin Vaccine Institute. Sinan Aral, an econometrician at the Massachusetts Institute of Technology who has mapped the online spread of misinformation, praises the analysis’s large size. But he advises a “skeptical eye.” He says it’s not clear that a green page’s linking to a red page leads to persuasion or that online interactions trigger actual changes in vaccination. He adds that the predicted online dominance of red groups in 10 years “is extrapolating a lot from … limited data.” The study only looks at how people’s views circulate, not the content of pages, “as if people don’t have reasons for their views and are only being manipulated,” says another critic, Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical (truncated)","May 15, 2020",80,https://www.facebook.com/avn.org.au/posts/2771811183108596
26,Mark Lynas,"3,260 Page Likes","According to the latest analysis, anti-vaccination campaigners are winning the information war right here on Facebook. While pro-vaccine voices are ""stuck in an echo chamber"", the antis are out there recruiting millions of new believers by spreading fear and misinformation about COVID-19. Watch out. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",76,https://www.facebook.com/marklynas36/posts/2896078293773191
27,Bondar's Gaggle O Geeks!,"3,090 Members",,"May 14, 2020",75,https://www.facebook.com/groups/273063380215720/permalink/648247556030632
28,DIAMOND AND SILK FAN PAGE.,"4,254 Members",,"May 15, 2020",75,https://www.facebook.com/groups/2073985786168664/permalink/2656124524621451
29,Informati sulla geoingegneria ...,"18,827 Page Likes","UNA NOTIZIA POSITIVA Le pagina Facebook no-vax stanno superando come numero di seguaci le pagine pro-vax Un'analisi unica nel suo genere di oltre 1300 pagine di Facebook con quasi 100 milioni di follower ha prodotto una mappa di rete che allarma i professionisti della salute pubblica. Le pagine antivaccini hanno un numero inferiore di follower rispetto alle pagine pro-vaccino ma sono più numerose, in più rapida crescita e sempre più connesse a pagine indecise. Se le tendenze attuali continuano, i ricercatori prevedono che le opinioni sull'antivaccini domineranno la discussione online tra 10 anni. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR1r1Ez4fuEiVUTRRvS3V_n8twfqidVbxlNIGOBKlvlQTIQYCUiOy95xHrQ","May 15, 2020",61,https://www.facebook.com/1788595904707839/posts/2697414500492637
30,PBS NewsHour Science Squad,"5,370 Members","""Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds.""","May 18, 2020",60,https://www.facebook.com/groups/236577433582179/permalink/714978062408778
31,Marcha Pela Ciência no Brasil,"12,146 Members",MUITO PREOCUPANTE,"May 14, 2020",58,https://www.facebook.com/groups/726145034215388/permalink/1529558247207392
32,Vaccines save lives,"4,618 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=ScienceNow&utm_source=JHubbard&utm_medium=Facebook,"May 14, 2020",53,https://www.facebook.com/groups/2461716592/permalink/10157406993871593
33,National Health Federation,"8,326 Page Likes",,"May 13, 2020",48,https://www.facebook.com/nationalhealthfederation/posts/3237385042960167
34,COVID-19 / Coronavirus Info-Gr...,"3,393 Members","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows By Meredith WadmanMay. 13, 2020 , 11:00 AM A first-of-its-kind analysis of more than 1300 Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows#","May 15, 2020",48,https://www.facebook.com/groups/1063459190356710/permalink/2971653709537239
35,"99% unite Main Group ""it's us ...","43,625 Members",,"May 14, 2020",37,https://www.facebook.com/groups/273255510505924/permalink/301969394301202
36,HABLEMOS DE VIRUS,"4,737 Members","Esto, de verdad, si es grave!!!","May 14, 2020",34,https://www.facebook.com/groups/300685570013424/permalink/3021871051228182
37,Anonymous Canada,"31,140 Page Likes",,"May 13, 2020",32,https://www.facebook.com/anon.canada/posts/3045037792254151
38,Edinburgh4Europe,"3,573 Page Likes",We must remain #UnitedAgainstCoronavirus,"May 15, 2020",32,https://www.facebook.com/Edinburgh4Europe/posts/263100021738490
39,Drs. Teri & Stu Warner and The...,"5,513 Members",Imagine if we weren't censored! https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows,"May 15, 2020",29,https://www.facebook.com/groups/444115399809547/permalink/545028066384946
40,Człowiek 2.0,"15,041 Page Likes","Kłamstwo obiegnie cały świat, zanim prawda zdąży włożyć buty 🙄","May 14, 2020",28,https://www.facebook.com/czlowiek20/posts/2791938637594963
41,MAGA Nation,"3,962 Members","What I see is a world of broken nations. The UN Agenda's for global socialism and environmental sustainability will be the solution. (and, oh, they absolutely hate Trump because he won't fund it and is fighting the hive mind... ) - 'They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. - The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map.'' [Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical away.]","May 15, 2020",26,https://www.facebook.com/groups/1109009549186287/permalink/2954349891318901
42,The Conservative Citizen,"4,691 Members","What I see is a world of broken nations. The UN Agenda's for global socialism and environmental sustainability will be the solution. (and, oh, they absolutely hate Trump because he won't fund it and is fighting the hive mind... ) - 'They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. - The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map.'' [Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical away.]","May 15, 2020",26,https://www.facebook.com/groups/345460731756/permalink/10158584837821757
43,חיסונים - בחירה מושכלת,"44,428 Members",.....🎶🎵🎶או הו.....איך שגלגל מסתובב לו......🎶🎵🎶🎵.... בעוד כעשור הדעה הרווחת במדייה לגבי הטלת ספק בחיסונים תהיה כדעתכם כיום🤭😁😉 בחירה מושכלת כבר לא טאבו!,"May 15, 2020",26,https://www.facebook.com/groups/1407224596178241/permalink/2697206780513343
44,Grassroot Liberals - LPC/PLC,"1,352 Members","David, I think this is the kind of article and info that you (and others here) might find interesting. My feeling is that people with liberal, often information and intellectually-based points of view are in for a bad time generally, as some forces in society seem bent on their.. shall we say, ‘less progressive’ perspective.. on this topic but also others. Bumpy road ahead. 🥴","May 16, 2020",25,https://www.facebook.com/groups/207770099316797/permalink/3010518335708612
45,Qanon /qresearch/ 8kun,"3,786 Members",,"May 16, 2020",24,https://www.facebook.com/groups/217031922012927/permalink/1097918383924272
46,Stop ID2020,"6,559 Members","#Vaccine opponents (#truth) gaining in Facebook 'battle for hearts and minds,' new map shows ","May 14, 2020",24,https://www.facebook.com/groups/633730690805298/permalink/658825094962524
47,ROKOTUSKRIITTISET,"4,369 Members","Kiinnitti ""Tervettä skeptisyyttä""-sivuston päivitys huomiotani ja päädyin vastailemaan seuraavasti: ""Mistä kumpuaa se röyhkeä ajatus että rokotevastaisuus olisi osittain tai kokonaan väärässä? Eikö tuo ajatus ole järjenvastainen jollei asiaa tutkita ja perustella, ja näin ollen todella kaukana ""terveestä"" skeptisyydestä, epäilisin? Oletteko koskaan selvittäneet itsellenne miten ""hyvällä tolalla"" joka ikisen rokotteen turvallisuustestaukset ovat ja miksi? Ehkä syy tähän ristiriitaan löytyisi siitä suunnasta? Olisiko mahdollista että neurotoksiinit kuten alumiini ja elohopea on vuosikymmenet rokotteiden yhteydessä yritetty rinnastaa ""vitamiineihin""; vaikka neurotoksiini on neur","May 18, 2020",23,https://www.facebook.com/groups/121429067911803/permalink/3064410600280287
48,The Cult Education Institute,"3,282 Page Likes","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 13, 2020",21,https://www.facebook.com/culteducation/posts/2569029556535622
49,Western Washington Disaster Pr...,"1,169 Members","If you're like me you're here to be prepared for emergencies. It takes information, hard facts, to make a difference. Don't want to mess around about the choices you make that affect health and safety for yourself and people you care about. There's a lot of information that is, frankly, pure bullsh*t on the internet. Like, you can't just say ""both sides have points"" with a claim like cell towers help spread covid-19. That's not a ""side"". That's just science fiction pulled out of thin air and pushed by people who don't know electronics or biology. They wouldn't know how to test if their claims are true if they tried. The reason I'm saying this is that I hope we're on the same page: this corner of Facebook should be someplace you can go to for straight answers backed by good sources and useful comment threads. I say that because Facebook is awful at dealing with misinformation. They just want to sell ads. ","May 16, 2020",20,https://www.facebook.com/groups/1048067958604143/permalink/2934834523260801
50,Coronavirus Resistance Cafe - ...,"3,461 Members",Good time to gear up and refute these trolls. [https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows](https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows),"May 14, 2020",20,https://www.facebook.com/groups/1639127329543064/permalink/3473878836067895
51,Vaccine Science and Informatio...,"1,411 Page Likes",,"May 14, 2020",19,https://www.facebook.com/vaccinesciencearchive/posts/1565681823586439
52,Državljan D,"1,740 Page Likes","If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health.","May 18, 2020",18,https://www.facebook.com/drzavljanD/posts/2861927844040659
53,This is Gibraltar Speak Freely...,"4,987 Members",If only we could inoculate ourselves against misinformation on social media. . . . ,"May 15, 2020",18,https://www.facebook.com/groups/368877003628966/permalink/896507274199267
54,Collective Action Against Bill...,"85,397 Members",They're geting scared. Time to back up your work before the Fascists delete you. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows#,"May 15, 2020",18,https://www.facebook.com/groups/698141807656499/permalink/726582168145796
55,Free Republic on Facebook (Fre...,"12,583 Members","What I see is a world of broken nations. The UN Agenda's for global socialism and environmental sustainability will be the solution. (and, oh, they absolutely hate Trump because he won't fund it and is fighting the hive mind... ) - 'They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. - The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map.'' [Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical away.]","May 15, 2020",18,https://www.facebook.com/groups/26012226159/permalink/10157026354776160
56,Collective Action Against Bill...,"85,397 Members",We are gaining ground we are called the red dots...but many are pro.. ,"May 15, 2020",18,https://www.facebook.com/groups/698141807656499/permalink/726776301459716
57,New World Order Exposed,"9,151 Members",,"May 13, 2020",17,https://www.facebook.com/groups/589772641122427/permalink/2580068758759462
58,"Quarantine Live Streams, Memes...","2,071 Members",,"May 17, 2020",16,https://www.facebook.com/groups/582276852636071/permalink/623722138491542
59,Coffee Break Club de fans,"3,564 Members","""El primer análisis de más de 1300 páginas de Facebook con casi 100 millones de seguidores ha producido un mapa que alarma a los profesionales de la salud pública. Las páginas antivacunas tienen menos seguidores que las páginas pro-vacuna pero son más numerosas, de crecimiento más rápido y cada vez más conectadas a páginas indecisas, según el estudio. Si las tendencias actuales continúan, los investigadores predicen que las opiniones antivacunas dominarán la discusión en línea en 10 años, un momento en que una futura vacuna contra COVID-19 puede ser crítica para la salud pública.""","May 14, 2020",16,https://www.facebook.com/groups/319234858582093/permalink/859411797897727
60,Q-RO,"23,106 Members",[https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR0IIw7LRuymwRN_DHdloY8UdNZhQUnafMGL_6L3JGUnjdwXqo-vA1tQwUo](https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR0IIw7LRuymwRN_DHdloY8UdNZhQUnafMGL_6L3JGUnjdwXqo-vA1tQwUo),"May 14, 2020",15,https://www.facebook.com/groups/197172518375833/permalink/235252104567874
